142000 Discriminator_loss: 0.625338 acc.: 53.12% Generator_loss: 0.831212
142500 Discriminator_loss: 0.654023 acc.: 56.25% Generator_loss: 0.906438
143000 Discriminator_loss: 0.543724 acc.: 65.62% Generator_loss: 0.903926
143500 Discriminator_loss: 0.650720 acc.: 53.12% Generator_loss: 0.889659
144000 Discriminator_loss: 0.609815 acc.: 56.25% Generator_loss: 0.859088
144500 Discriminator_loss: 0.537198 acc.: 71.88% Generator_loss: 0.883966
145000 Discriminator_loss: 0.545851 acc.: 68.75% Generator_loss: 0.900920
145500 Discriminator_loss: 0.605090 acc.: 59.38% Generator_loss: 0.847950
146000 Discriminator_loss: 0.513455 acc.: 71.88% Generator_loss: 0.847367
146500 Discriminator_loss: 0.581040 acc.: 65.62% Generator_loss: 0.872447
147000 Discriminator_loss: 0.558996 acc.: 65.62% Generator_loss: 0.825018
147500 Discriminator_loss: 0.634511 acc.: 56.25% Generator_loss: 0.906999
148000 Discriminator_loss: 0.637492 acc.: 53.12% Generator_loss: 0.926318
148500 Discriminator_loss: 0.564117 acc.: 71.88% Generator_loss: 0.899165
149000 Discriminator_loss: 0.566446 acc.: 65.62% Generator_loss: 0.853595
149500 Discriminator_loss: 0.579213 acc.: 65.62% Generator_loss: 0.875275
150000 Discriminator_loss: 0.595473 acc.: 62.50% Generator_loss: 0.850664
150500 Discriminator_loss: 0.593744 acc.: 59.38% Generator_loss: 0.870466
151000 Discriminator_loss: 0.564962 acc.: 62.50% Generator_loss: 0.864859
151500 Discriminator_loss: 0.587492 acc.: 65.62% Generator_loss: 0.865707
152000 Discriminator_loss: 0.614754 acc.: 62.50% Generator_loss: 0.831800
152500 Discriminator_loss: 0.629906 acc.: 53.12% Generator_loss: 0.864610
153000 Discriminator_loss: 0.557865 acc.: 59.38% Generator_loss: 0.856143
153500 Discriminator_loss: 0.542237 acc.: 68.75% Generator_loss: 0.887283
154000 Discriminator_loss: 0.659824 acc.: 46.88% Generator_loss: 0.879905
154500 Discriminator_loss: 0.606957 acc.: 59.38% Generator_loss: 0.885265
155000 Discriminator_loss: 0.602884 acc.: 62.50% Generator_loss: 0.911573
155500 Discriminator_loss: 0.555875 acc.: 65.62% Generator_loss: 0.833996
156000 Discriminator_loss: 0.609083 acc.: 62.50% Generator_loss: 0.896435
156500 Discriminator_loss: 0.589960 acc.: 65.62% Generator_loss: 0.853992
157000 Discriminator_loss: 0.673512 acc.: 56.25% Generator_loss: 0.924862
157500 Discriminator_loss: 0.598301 acc.: 59.38% Generator_loss: 0.925708
158000 Discriminator_loss: 0.661106 acc.: 56.25% Generator_loss: 0.851765
158500 Discriminator_loss: 0.658152 acc.: 50.00% Generator_loss: 0.768123
159000 Discriminator_loss: 0.593446 acc.: 62.50% Generator_loss: 0.898954
159500 Discriminator_loss: 0.592990 acc.: 56.25% Generator_loss: 0.877321
160000 Discriminator_loss: 0.541456 acc.: 68.75% Generator_loss: 0.920766
160500 Discriminator_loss: 0.606660 acc.: 65.62% Generator_loss: 0.918862
161000 Discriminator_loss: 0.613803 acc.: 62.50% Generator_loss: 0.855998
161500 Discriminator_loss: 0.629811 acc.: 62.50% Generator_loss: 0.928347
162000 Discriminator_loss: 0.552341 acc.: 65.62% Generator_loss: 0.827963
162500 Discriminator_loss: 0.626962 acc.: 59.38% Generator_loss: 0.849106
163000 Discriminator_loss: 0.680099 acc.: 56.25% Generator_loss: 0.883318
163500 Discriminator_loss: 0.584578 acc.: 56.25% Generator_loss: 0.877006
164000 Discriminator_loss: 0.594836 acc.: 62.50% Generator_loss: 0.886464
164500 Discriminator_loss: 0.555880 acc.: 68.75% Generator_loss: 0.859998
165000 Discriminator_loss: 0.609248 acc.: 62.50% Generator_loss: 0.929258
165500 Discriminator_loss: 0.583213 acc.: 62.50% Generator_loss: 0.852551
166000 Discriminator_loss: 0.570118 acc.: 65.62% Generator_loss: 0.850568
166500 Discriminator_loss: 0.498095 acc.: 78.12% Generator_loss: 0.853213
167000 Discriminator_loss: 0.594099 acc.: 65.62% Generator_loss: 0.849141
167500 Discriminator_loss: 0.532245 acc.: 75.00% Generator_loss: 0.911197
168000 Discriminator_loss: 0.642346 acc.: 59.38% Generator_loss: 0.877584
168500 Discriminator_loss: 0.598403 acc.: 59.38% Generator_loss: 0.906794
169000 Discriminator_loss: 0.639578 acc.: 65.62% Generator_loss: 0.881782
169500 Discriminator_loss: 0.536804 acc.: 68.75% Generator_loss: 0.924754
170000 Discriminator_loss: 0.533629 acc.: 65.62% Generator_loss: 0.877642
170500 Discriminator_loss: 0.646423 acc.: 50.00% Generator_loss: 0.956271
171000 Discriminator_loss: 0.505446 acc.: 81.25% Generator_loss: 0.830152
171500 Discriminator_loss: 0.530999 acc.: 68.75% Generator_loss: 0.881475
172000 Discriminator_loss: 0.607470 acc.: 62.50% Generator_loss: 0.895903
172500 Discriminator_loss: 0.595882 acc.: 68.75% Generator_loss: 0.918677
173000 Discriminator_loss: 0.565387 acc.: 65.62% Generator_loss: 0.825560
173500 Discriminator_loss: 0.665457 acc.: 56.25% Generator_loss: 0.849605
174000 Discriminator_loss: 0.576439 acc.: 65.62% Generator_loss: 0.898776
174500 Discriminator_loss: 0.620624 acc.: 59.38% Generator_loss: 0.949545
